_source_file,action,calendar_size,calendar_size_after,calendar_size_sent,duplicates_ignored,event,final_sync,lamport,lamport_after,lamport_before,left_neighbor,message_id,message_lamport,message_vector,new_events_added,node_id,port,received_event_count,received_lamport,received_vector,receiver_node,right_neighbor,scheduled_delay_seconds,sender_node,state_hash,state_hash_after,state_hash_sent,vector,vector_after,vector_before,wall_time_utc
node-0.jsonl,SEND_STATE,,,28,,,,,,,,N00-M0007,46,"[19, 20, 14, 12, 9, 8, 8, 9, 10, 13]",,0,,,,,9,,,,,,aea85714ccce4dbb3d24b19d14504efe963faa6071a0f7e41f0de3c054cd9094,,,,2026-09-13T14:11:22.369Z
node-9.jsonl,RECEIVE_STATE,,33,,26,,False,,47,41,,N00-M0007,,,2,9,,28,46,"[19, 20, 14, 12, 9, 8, 8, 9, 10, 13]",,,,0,,bbd15ce6bed6d89d1299a5235b571df1c223d09a485cca5ba6e25b558b9c5561,,,"[19, 20, 14, 12, 10, 13, 14, 14, 18, 17]","[15, 16, 14, 12, 10, 13, 14, 14, 18, 16]",2026-09-13T14:11:22.373Z
node-0.jsonl,SEND_STATE,,,28,,,,,,,,N00-M0008,47,"[20, 20, 14, 12, 9, 8, 8, 9, 10, 13]",,0,,,,,1,,,,,,aea85714ccce4dbb3d24b19d14504efe963faa6071a0f7e41f0de3c054cd9094,,,,2026-09-13T14:11:22.374Z
node-1.jsonl,RECEIVE_STATE,,29,,27,,False,,49,48,,N00-M0008,,,1,1,,28,47,"[20, 20, 14, 12, 9, 8, 8, 9, 10, 13]",,,,0,,bc5a5ae9245bba07c13be839b1780c3ce907b32d0bb326d21c77a70f8b8d3e24,,,"[20, 23, 19, 12, 9, 8, 8, 9, 10, 13]","[16, 22, 19, 12, 9, 8, 8, 9, 10, 13]",2026-09-13T14:11:22.378Z
node-7.jsonl,LOCAL_SCHEDULE,,28,,,"{""creator_node"": 7, ""end_time"": ""22:20"", ""event_id"": ""N07-E04"", ""event_number"": 4, ""lamport_timestamp"": 39, ""simulation_date"": ""2030-10-01"", ""start_time"": ""22:00"", ""title"": ""Node 7 Event 4"", ""vector_timestamp"": [9, 7, 4, 8, 10, 17, 19, 18, 17, 12]}",,,39,,,,,,,7,,,,,,,74,,,c0f51aa67b45df4da81a771cbaebaa6de8d3c4f19a7317a343373f8faab4ad30,,,"[9, 7, 4, 8, 10, 17, 19, 18, 17, 12]",,2026-09-13T14:11:27.987Z
node-7.jsonl,SEND_STATE,,,28,,,,,,,,N07-M0007,40,"[9, 7, 4, 8, 10, 17, 19, 19, 17, 12]",,7,,,,,6,,,,,,c0f51aa67b45df4da81a771cbaebaa6de8d3c4f19a7317a343373f8faab4ad30,,,,2026-09-13T14:11:27.988Z
node-6.jsonl,RECEIVE_STATE,,28,,22,,False,,41,35,,N07-M0007,,,6,6,,28,40,"[9, 7, 4, 8, 10, 17, 19, 19, 17, 12]",,,,7,,c0f51aa67b45df4da81a771cbaebaa6de8d3c4f19a7317a343373f8faab4ad30,,,"[9, 7, 4, 8, 10, 17, 20, 19, 17, 12]","[4, 3, 4, 8, 10, 17, 19, 13, 9, 7]",2026-09-13T14:11:27.991Z
node-7.jsonl,SEND_STATE,,,28,,,,,,,,N07-M0008,41,"[9, 7, 4, 8, 10, 17, 19, 20, 17, 12]",,7,,,,,8,,,,,,c0f51aa67b45df4da81a771cbaebaa6de8d3c4f19a7317a343373f8faab4ad30,,,,2026-09-13T14:11:27.993Z
node-8.jsonl,RECEIVE_STATE,,28,,25,,False,,42,38,,N07-M0008,,,3,8,,28,41,"[9, 7, 4, 8, 10, 17, 19, 20, 17, 12]",,,,7,,c0f51aa67b45df4da81a771cbaebaa6de8d3c4f19a7317a343373f8faab4ad30,,,"[9, 7, 4, 8, 10, 17, 19, 20, 19, 12]","[9, 7, 4, 8, 10, 13, 14, 14, 18, 12]",2026-09-13T14:11:27.997Z
node-5.jsonl,LOCAL_SCHEDULE,,29,,,"{""creator_node"": 5, ""end_time"": ""20:00"", ""event_id"": ""N05-E05"", ""event_number"": 5, ""lamport_timestamp"": 38, ""simulation_date"": ""2030-10-01"", ""start_time"": ""19:40"", ""title"": ""Node 5 Event 5"", ""vector_timestamp"": [10, 12, 11, 13, 16, 20, 18, 13, 9, 8]}",,,38,,,,,,,5,,,,,,,71,,,dabd3da1020f84444eb04475ee9fde7047f065eb18e486ce13dd8b7acebb7885,,,"[10, 12, 11, 13, 16, 20, 18, 13, 9, 8]",,2026-09-13T14:11:33.231Z
node-5.jsonl,SEND_STATE,,,29,,,,,,,,N05-M0009,39,"[10, 12, 11, 13, 16, 21, 18, 13, 9, 8]",,5,,,,,4,,,,,,dabd3da1020f84444eb04475ee9fde7047f065eb18e486ce13dd8b7acebb7885,,,,2026-09-13T14:11:33.233Z
node-4.jsonl,RECEIVE_STATE,,29,,25,,False,,40,36,,N05-M0009,,,4,4,,29,39,"[10, 12, 11, 13, 16, 21, 18, 13, 9, 8]",,,,5,,dabd3da1020f84444eb04475ee9fde7047f065eb18e486ce13dd8b7acebb7885,,,"[10, 12, 11, 13, 17, 21, 18, 13, 9, 8]","[10, 12, 11, 13, 16, 16, 13, 8, 5, 8]",2026-09-13T14:11:33.236Z
node-5.jsonl,SEND_STATE,,,29,,,,,,,,N05-M0010,40,"[10, 12, 11, 13, 16, 22, 18, 13, 9, 8]",,5,,,,,6,,,,,,dabd3da1020f84444eb04475ee9fde7047f065eb18e486ce13dd8b7acebb7885,,,,2026-09-13T14:11:33.238Z
node-6.jsonl,RECEIVE_STATE,,33,,24,,False,,42,41,,N05-M0010,,,5,6,,29,40,"[10, 12, 11, 13, 16, 22, 18, 13, 9, 8]",,,,5,,2744d1f5ed26686f33133054a3b220b7af5832188a330abeb8125e5ec2315497,,,"[10, 12, 11, 13, 16, 22, 21, 19, 17, 12]","[9, 7, 4, 8, 10, 17, 20, 19, 17, 12]",2026-09-13T14:11:33.240Z
node-9.jsonl,LOCAL_SCHEDULE,,34,,,"{""creator_node"": 9, ""end_time"": ""14:20"", ""event_id"": ""N09-E04"", ""event_number"": 4, ""lamport_timestamp"": 48, ""simulation_date"": ""2030-10-01"", ""start_time"": ""14:00"", ""title"": ""Node 9 Event 4"", ""vector_timestamp"": [19, 20, 14, 12, 10, 13, 14, 14, 18, 18]}",,,48,,,,,,,9,,,,,,,88,,,3ad36a54120689c8873ba1377fab84088bb37063e19566cc51a2fc143d651493,,,"[19, 20, 14, 12, 10, 13, 14, 14, 18, 18]",,2026-09-13T14:11:36.988Z
node-9.jsonl,SEND_STATE,,,34,,,,,,,,N09-M0007,49,"[19, 20, 14, 12, 10, 13, 14, 14, 18, 19]",,9,,,,,8,,,,,,3ad36a54120689c8873ba1377fab84088bb37063e19566cc51a2fc143d651493,,,,2026-09-13T14:11:36.989Z
node-8.jsonl,RECEIVE_STATE,,37,,25,,False,,50,42,,N09-M0007,,,9,8,,34,49,"[19, 20, 14, 12, 10, 13, 14, 14, 18, 19]",,,,9,,989811ac900e831d12b99551c3c774499a42a9ee724af2d8cd6ecf85d49bfebd,,,"[19, 20, 14, 12, 10, 17, 19, 20, 20, 19]","[9, 7, 4, 8, 10, 17, 19, 20, 19, 12]",2026-09-13T14:11:36.992Z
node-9.jsonl,SEND_STATE,,,34,,,,,,,,N09-M0008,50,"[19, 20, 14, 12, 10, 13, 14, 14, 18, 20]",,9,,,,,0,,,,,,3ad36a54120689c8873ba1377fab84088bb37063e19566cc51a2fc143d651493,,,,2026-09-13T14:11:36.993Z
node-0.jsonl,RECEIVE_STATE,,34,,28,,False,,51,47,,N09-M0008,,,6,0,,34,50,"[19, 20, 14, 12, 10, 13, 14, 14, 18, 20]",,,,9,,3ad36a54120689c8873ba1377fab84088bb37063e19566cc51a2fc143d651493,,,"[21, 20, 14, 12, 10, 13, 14, 14, 18, 20]","[20, 20, 14, 12, 9, 8, 8, 9, 10, 13]",2026-09-13T14:11:36.996Z
node-6.jsonl,LOCAL_SCHEDULE,,34,,,"{""creator_node"": 6, ""end_time"": ""20:00"", ""event_id"": ""N06-E05"", ""event_number"": 5, ""lamport_timestamp"": 43, ""simulation_date"": ""2030-10-01"", ""start_time"": ""19:40"", ""title"": ""Node 6 Event 5"", ""vector_timestamp"": [10, 12, 11, 13, 16, 22, 22, 19, 17, 12]}",,,43,,,,,,,6,,,,,,,71,,,2b662859ce37c0f79ef8cc44307a4592f9c9cb70e3c7e2e26eb90f6e64f76ba1,,,"[10, 12, 11, 13, 16, 22, 22, 19, 17, 12]",,2026-09-13T14:11:37.675Z
node-6.jsonl,SEND_STATE,,,34,,,,,,,,N06-M0009,44,"[10, 12, 11, 13, 16, 22, 23, 19, 17, 12]",,6,,,,,5,,,,,,2b662859ce37c0f79ef8cc44307a4592f9c9cb70e3c7e2e26eb90f6e64f76ba1,,,,2026-09-13T14:11:37.677Z
node-5.jsonl,RECEIVE_STATE,,34,,29,,False,,45,40,,N06-M0009,,,5,5,,34,44,"[10, 12, 11, 13, 16, 22, 23, 19, 17, 12]",,,,6,,2b662859ce37c0f79ef8cc44307a4592f9c9cb70e3c7e2e26eb90f6e64f76ba1,,,"[10, 12, 11, 13, 16, 23, 23, 19, 17, 12]","[10, 12, 11, 13, 16, 22, 18, 13, 9, 8]",2026-09-13T14:11:37.680Z
node-6.jsonl,SEND_STATE,,,34,,,,,,,,N06-M0010,45,"[10, 12, 11, 13, 16, 22, 24, 19, 17, 12]",,6,,,,,7,,,,,,2b662859ce37c0f79ef8cc44307a4592f9c9cb70e3c7e2e26eb90f6e64f76ba1,,,,2026-09-13T14:11:37.681Z
node-7.jsonl,RECEIVE_STATE,,34,,28,,False,,46,41,,N06-M0010,,,6,7,,34,45,"[10, 12, 11, 13, 16, 22, 24, 19, 17, 12]",,,,6,,2b662859ce37c0f79ef8cc44307a4592f9c9cb70e3c7e2e26eb90f6e64f76ba1,,,"[10, 12, 11, 13, 16, 22, 24, 21, 17, 12]","[9, 7, 4, 8, 10, 17, 19, 20, 17, 12]",2026-09-13T14:11:37.683Z
node-3.jsonl,LOCAL_SCHEDULE,,33,,,"{""creator_node"": 3, ""end_time"": ""19:00"", ""event_id"": ""N03-E04"", ""event_number"": 4, ""lamport_timestamp"": 50, ""simulation_date"": ""2030-10-01"", ""start_time"": ""18:40"", ""title"": ""Node 3 Event 4"", ""vector_timestamp"": [16, 21, 20, 17, 15, 16, 13, 9, 10, 13]}",,,50,,,,,,,3,,,,,,,86,,,703f547717b61ff3b8baf6661feea1fdb53362d8f2ab24e52cd51b4925296e63,,,"[16, 21, 20, 17, 15, 16, 13, 9, 10, 13]",,2026-09-13T14:11:42.630Z
node-3.jsonl,SEND_STATE,,,33,,,,,,,,N03-M0007,51,"[16, 21, 20, 18, 15, 16, 13, 9, 10, 13]",,3,,,,,2,,,,,,703f547717b61ff3b8baf6661feea1fdb53362d8f2ab24e52cd51b4925296e63,,,,2026-09-13T14:11:42.633Z
node-2.jsonl,RECEIVE_STATE,,33,,28,,False,,52,48,,N03-M0007,,,5,2,,33,51,"[16, 21, 20, 18, 15, 16, 13, 9, 10, 13]",,,,3,,703f547717b61ff3b8baf6661feea1fdb53362d8f2ab24e52cd51b4925296e63,,,"[16, 21, 21, 18, 15, 16, 13, 9, 10, 13]","[16, 21, 20, 12, 9, 8, 8, 9, 10, 13]",2026-09-13T14:11:42.636Z
node-3.jsonl,SEND_STATE,,,33,,,,,,,,N03-M0008,52,"[16, 21, 20, 19, 15, 16, 13, 9, 10, 13]",,3,,,,,4,,,,,,703f547717b61ff3b8baf6661feea1fdb53362d8f2ab24e52cd51b4925296e63,,,,2026-09-13T14:11:42.637Z
node-4.jsonl,RECEIVE_STATE,,36,,26,,False,,53,40,,N03-M0008,,,7,4,,33,52,"[16, 21, 20, 19, 15, 16, 13, 9, 10, 13]",,,,3,,7ba751cc58c6ba4ecf32f3fee9af7040a714235304eae79d1507f4ad054ed82e,,,"[16, 21, 20, 19, 18, 21, 18, 13, 10, 13]","[10, 12, 11, 13, 17, 21, 18, 13, 9, 8]",2026-09-13T14:11:42.639Z
node-4.jsonl,LOCAL_SCHEDULE,,37,,,"{""creator_node"": 4, ""end_time"": ""15:00"", ""event_id"": ""N04-E04"", ""event_number"": 4, ""lamport_timestamp"": 54, ""simulation_date"": ""2030-10-01"", ""start_time"": ""14:40"", ""title"": ""Node 4 Event 4"", ""vector_timestamp"": [16, 21, 20, 19, 19, 21, 18, 13, 10, 13]}",,,54,,,,,,,4,,,,,,,72,,,f918879a8697fe3ea0cf1e89093e7850ffb5f04f23a0fbf59e116508b0b9ba6e,,,"[16, 21, 20, 19, 19, 21, 18, 13, 10, 13]",,2026-09-13T14:11:44.456Z
node-4.jsonl,SEND_STATE,,,37,,,,,,,,N04-M0007,55,"[16, 21, 20, 19, 20, 21, 18, 13, 10, 13]",,4,,,,,3,,,,,,f918879a8697fe3ea0cf1e89093e7850ffb5f04f23a0fbf59e116508b0b9ba6e,,,,2026-09-13T14:11:44.460Z
node-3.jsonl,RECEIVE_STATE,,37,,33,,False,,56,52,,N04-M0007,,,4,3,,37,55,"[16, 21, 20, 19, 20, 21, 18, 13, 10, 13]",,,,4,,f918879a8697fe3ea0cf1e89093e7850ffb5f04f23a0fbf59e116508b0b9ba6e,,,"[16, 21, 20, 20, 20, 21, 18, 13, 10, 13]","[16, 21, 20, 19, 15, 16, 13, 9, 10, 13]",2026-09-13T14:11:44.464Z
node-4.jsonl,SEND_STATE,,,37,,,,,,,,N04-M0008,56,"[16, 21, 20, 19, 21, 21, 18, 13, 10, 13]",,4,,,,,5,,,,,,f918879a8697fe3ea0cf1e89093e7850ffb5f04f23a0fbf59e116508b0b9ba6e,,,,2026-09-13T14:11:44.466Z
node-5.jsonl,RECEIVE_STATE,,41,,30,,False,,57,45,,N04-M0008,,,7,5,,37,56,"[16, 21, 20, 19, 21, 21, 18, 13, 10, 13]",,,,4,,550e937599c9def09758bc88e038385a3eba9ac2971d03e43065907d6d2b47f2,,,"[16, 21, 20, 19, 21, 24, 23, 19, 17, 13]","[10, 12, 11, 13, 16, 23, 23, 19, 17, 12]",2026-09-13T14:11:44.468Z
node-8.jsonl,LOCAL_SCHEDULE,,38,,,"{""creator_node"": 8, ""end_time"": ""17:00"", ""event_id"": ""N08-E05"", ""event_number"": 5, ""lamport_timestamp"": 51, ""simulation_date"": ""2030-10-01"", ""start_time"": ""16:40"", ""title"": ""Node 8 Event 5"", ""vector_timestamp"": [19, 20, 14, 12, 10, 17, 19, 20, 21, 19]}",,,51,,,,,,,8,,,,,,,53,,,7655719a06e838c3bffe60be8c9a2e4f13bd60978e73ed5ed648602cb716d0bf,,,"[19, 20, 14, 12, 10, 17, 19, 20, 21, 19]",,2026-09-13T14:11:54.836Z
node-8.jsonl,SEND_STATE,,,38,,,,,,,,N08-M0009,52,"[19, 20, 14, 12, 10, 17, 19, 20, 22, 19]",,8,,,,,7,,,,,,7655719a06e838c3bffe60be8c9a2e4f13bd60978e73ed5ed648602cb716d0bf,,,,2026-09-13T14:11:54.838Z
node-7.jsonl,RECEIVE_STATE,,41,,31,,False,,53,46,,N08-M0009,,,7,7,,38,52,"[19, 20, 14, 12, 10, 17, 19, 20, 22, 19]",,,,8,,d46d0f03218b714cdbfb024f5a52603dbaad232b499ff1d84e79fbb4c9b5321d,,,"[19, 20, 14, 13, 16, 22, 24, 22, 22, 19]","[10, 12, 11, 13, 16, 22, 24, 21, 17, 12]",2026-09-13T14:11:54.841Z
node-8.jsonl,SEND_STATE,,,38,,,,,,,,N08-M0010,53,"[19, 20, 14, 12, 10, 17, 19, 20, 23, 19]",,8,,,,,9,,,,,,7655719a06e838c3bffe60be8c9a2e4f13bd60978e73ed5ed648602cb716d0bf,,,,2026-09-13T14:11:54.842Z
node-9.jsonl,RECEIVE_STATE,,38,,34,,False,,54,50,,N08-M0010,,,4,9,,38,53,"[19, 20, 14, 12, 10, 17, 19, 20, 23, 19]",,,,8,,7655719a06e838c3bffe60be8c9a2e4f13bd60978e73ed5ed648602cb716d0bf,,,"[19, 20, 14, 12, 10, 17, 19, 20, 23, 21]","[19, 20, 14, 12, 10, 13, 14, 14, 18, 20]",2026-09-13T14:11:54.844Z
node-1.jsonl,LOCAL_SCHEDULE,,30,,,"{""creator_node"": 1, ""end_time"": ""19:00"", ""event_id"": ""N01-E06"", ""event_number"": 6, ""lamport_timestamp"": 50, ""simulation_date"": ""2030-10-01"", ""start_time"": ""18:40"", ""title"": ""Node 1 Event 6"", ""vector_timestamp"": [20, 24, 19, 12, 9, 8, 8, 9, 10, 13]}",,,50,,,,,,,1,,,,,,,64,,,b5ea0ab7c7c0ae1c0e48d2e1f9998bb4f8b30e6cd9b764dd24c590a40837e560,,,"[20, 24, 19, 12, 9, 8, 8, 9, 10, 13]",,2026-09-13T14:11:56.645Z
node-1.jsonl,SEND_STATE,,,30,,,,,,,,N01-M0011,51,"[20, 25, 19, 12, 9, 8, 8, 9, 10, 13]",,1,,,,,0,,,,,,b5ea0ab7c7c0ae1c0e48d2e1f9998bb4f8b30e6cd9b764dd24c590a40837e560,,,,2026-09-13T14:11:56.649Z
node-0.jsonl,RECEIVE_STATE,,36,,28,,False,,52,51,,N01-M0011,,,2,0,,30,51,"[20, 25, 19, 12, 9, 8, 8, 9, 10, 13]",,,,1,,53ae25c8bc9cfaa7f080c5f0aa043de7728954432346202e0e316a46bcb39527,,,"[22, 25, 19, 12, 10, 13, 14, 14, 18, 20]","[21, 20, 14, 12, 10, 13, 14, 14, 18, 20]",2026-09-13T14:11:56.652Z
node-1.jsonl,SEND_STATE,,,30,,,,,,,,N01-M0012,52,"[20, 26, 19, 12, 9, 8, 8, 9, 10, 13]",,1,,,,,2,,,,,,b5ea0ab7c7c0ae1c0e48d2e1f9998bb4f8b30e6cd9b764dd24c590a40837e560,,,,2026-09-13T14:11:56.657Z
node-2.jsonl,RECEIVE_STATE,,35,,28,,False,,53,52,,N01-M0012,,,2,2,,30,52,"[20, 26, 19, 12, 9, 8, 8, 9, 10, 13]",,,,1,,2f432f852675cc5804a5a951b63b4d93eccc6073536d165d40438011e464bed1,,,"[20, 26, 22, 18, 15, 16, 13, 9, 10, 13]","[16, 21, 21, 18, 15, 16, 13, 9, 10, 13]",2026-09-13T14:11:56.663Z
node-7.jsonl,LOCAL_SCHEDULE,,42,,,"{""creator_node"": 7, ""end_time"": ""14:40"", ""event_id"": ""N07-E05"", ""event_number"": 5, ""lamport_timestamp"": 54, ""simulation_date"": ""2030-10-01"", ""start_time"": ""14:20"", ""title"": ""Node 7 Event 5"", ""vector_timestamp"": [19, 20, 14, 13, 16, 22, 24, 23, 22, 19]}",,,54,,,,,,,7,,,,,,,39,,,078e7dee429256aa500784b7f7316f5618e5e3d04d41d84ff400b0b8582e06d3,,,"[19, 20, 14, 13, 16, 22, 24, 23, 22, 19]",,2026-09-13T14:12:06.994Z
node-7.jsonl,SEND_STATE,,,42,,,,,,,,N07-M0009,55,"[19, 20, 14, 13, 16, 22, 24, 24, 22, 19]",,7,,,,,6,,,,,,078e7dee429256aa500784b7f7316f5618e5e3d04d41d84ff400b0b8582e06d3,,,,2026-09-13T14:12:06.995Z
node-6.jsonl,RECEIVE_STATE,,42,,34,,False,,56,45,,N07-M0009,,,8,6,,42,55,"[19, 20, 14, 13, 16, 22, 24, 24, 22, 19]",,,,7,,078e7dee429256aa500784b7f7316f5618e5e3d04d41d84ff400b0b8582e06d3,,,"[19, 20, 14, 13, 16, 22, 25, 24, 22, 19]","[10, 12, 11, 13, 16, 22, 24, 19, 17, 12]",2026-09-13T14:12:06.998Z
node-7.jsonl,SEND_STATE,,,42,,,,,,,,N07-M0010,56,"[19, 20, 14, 13, 16, 22, 24, 25, 22, 19]",,7,,,,,8,,,,,,078e7dee429256aa500784b7f7316f5618e5e3d04d41d84ff400b0b8582e06d3,,,,2026-09-13T14:12:06.999Z
node-8.jsonl,RECEIVE_STATE,,42,,38,,False,,57,53,,N07-M0010,,,4,8,,42,56,"[19, 20, 14, 13, 16, 22, 24, 25, 22, 19]",,,,7,,078e7dee429256aa500784b7f7316f5618e5e3d04d41d84ff400b0b8582e06d3,,,"[19, 20, 14, 13, 16, 22, 24, 25, 24, 19]","[19, 20, 14, 12, 10, 17, 19, 20, 23, 19]",2026-09-13T14:12:07.002Z
node-2.jsonl,LOCAL_SCHEDULE,,36,,,"{""creator_node"": 2, ""end_time"": ""19:20"", ""event_id"": ""N02-E05"", ""event_number"": 5, ""lamport_timestamp"": 54, ""simulation_date"": ""2030-10-01"", ""start_time"": ""19:00"", ""title"": ""Node 2 Event 5"", ""vector_timestamp"": [20, 26, 23, 18, 15, 16, 13, 9, 10, 13]}",,,54,,,,,,,2,,,,,,,67,,,1a8718e7d4a2313c7d6d970465672cc345ef56785e23e5e5c48720ef80c3190c,,,"[20, 26, 23, 18, 15, 16, 13, 9, 10, 13]",,2026-09-13T14:12:08.409Z
node-2.jsonl,SEND_STATE,,,36,,,,,,,,N02-M0009,55,"[20, 26, 24, 18, 15, 16, 13, 9, 10, 13]",,2,,,,,1,,,,,,1a8718e7d4a2313c7d6d970465672cc345ef56785e23e5e5c48720ef80c3190c,,,,2026-09-13T14:12:08.412Z
node-1.jsonl,RECEIVE_STATE,,36,,30,,False,,56,52,,N02-M0009,,,6,1,,36,55,"[20, 26, 24, 18, 15, 16, 13, 9, 10, 13]",,,,2,,1a8718e7d4a2313c7d6d970465672cc345ef56785e23e5e5c48720ef80c3190c,,,"[20, 27, 24, 18, 15, 16, 13, 9, 10, 13]","[20, 26, 19, 12, 9, 8, 8, 9, 10, 13]",2026-09-13T14:12:08.420Z
node-2.jsonl,SEND_STATE,,,36,,,,,,,,N02-M0010,56,"[20, 26, 25, 18, 15, 16, 13, 9, 10, 13]",,2,,,,,3,,,,,,1a8718e7d4a2313c7d6d970465672cc345ef56785e23e5e5c48720ef80c3190c,,,,2026-09-13T14:12:08.422Z
node-3.jsonl,RECEIVE_STATE,,40,,33,,False,,57,56,,N02-M0010,,,3,3,,36,56,"[20, 26, 25, 18, 15, 16, 13, 9, 10, 13]",,,,2,,1da8d42fa522d3b5759e8c5599f4ed73c717ff4ed531ad5fbb9dd23d77f4c970,,,"[20, 26, 25, 21, 20, 21, 18, 13, 10, 13]","[16, 21, 20, 20, 20, 21, 18, 13, 10, 13]",2026-09-13T14:12:08.424Z
node-9.jsonl,LOCAL_SCHEDULE,,39,,,"{""creator_node"": 9, ""end_time"": ""16:40"", ""event_id"": ""N09-E05"", ""event_number"": 5, ""lamport_timestamp"": 55, ""simulation_date"": ""2030-10-01"", ""start_time"": ""16:20"", ""title"": ""Node 9 Event 5"", ""vector_timestamp"": [19, 20, 14, 12, 10, 17, 19, 20, 23, 22]}",,,55,,,,,,,9,,,,,,,36,,,db069db647ef05a29a79606cb24dc9bbdef2505e41319518506146c49b2852eb,,,"[19, 20, 14, 12, 10, 17, 19, 20, 23, 22]",,2026-09-13T14:12:12.996Z
node-9.jsonl,SEND_STATE,,,39,,,,,,,,N09-M0009,56,"[19, 20, 14, 12, 10, 17, 19, 20, 23, 23]",,9,,,,,8,,,,,,db069db647ef05a29a79606cb24dc9bbdef2505e41319518506146c49b2852eb,,,,2026-09-13T14:12:12.997Z
node-8.jsonl,RECEIVE_STATE,,43,,38,,False,,58,57,,N09-M0009,,,1,8,,39,56,"[19, 20, 14, 12, 10, 17, 19, 20, 23, 23]",,,,9,,8a06bbebf480e0d31640557d3944d24effd5446651ccc6a6f54359abab2c32ff,,,"[19, 20, 14, 13, 16, 22, 24, 25, 25, 23]","[19, 20, 14, 13, 16, 22, 24, 25, 24, 19]",2026-09-13T14:12:13.000Z
node-9.jsonl,SEND_STATE,,,39,,,,,,,,N09-M0010,57,"[19, 20, 14, 12, 10, 17, 19, 20, 23, 24]",,9,,,,,0,,,,,,db069db647ef05a29a79606cb24dc9bbdef2505e41319518506146c49b2852eb,,,,2026-09-13T14:12:13.001Z
node-0.jsonl,RECEIVE_STATE,,41,,34,,False,,58,52,,N09-M0010,,,5,0,,39,57,"[19, 20, 14, 12, 10, 17, 19, 20, 23, 24]",,,,9,,27a85dcad9cae92f9edc0439039cc29b9e4dd92e922b77a6f1087743461a7f87,,,"[23, 25, 19, 12, 10, 17, 19, 20, 23, 24]","[22, 25, 19, 12, 10, 13, 14, 14, 18, 20]",2026-09-13T14:12:13.003Z
node-4.jsonl,LOCAL_SCHEDULE,,38,,,"{""creator_node"": 4, ""end_time"": ""19:00"", ""event_id"": ""N04-E05"", ""event_number"": 5, ""lamport_timestamp"": 57, ""simulation_date"": ""2030-10-01"", ""start_time"": ""18:40"", ""title"": ""Node 4 Event 5"", ""vector_timestamp"": [16, 21, 20, 19, 22, 21, 18, 13, 10, 13]}",,,57,,,,,,,4,,,,,,,40,,,805e90808cc3bcd846fa8f7ced0388ba6ef882d4eec7ea02a0c0c27dd000bfde,,,"[16, 21, 20, 19, 22, 21, 18, 13, 10, 13]",,2026-09-13T14:12:24.471Z
node-4.jsonl,SEND_STATE,,,38,,,,,,,,N04-M0009,58,"[16, 21, 20, 19, 23, 21, 18, 13, 10, 13]",,4,,,,,3,,,,,,805e90808cc3bcd846fa8f7ced0388ba6ef882d4eec7ea02a0c0c27dd000bfde,,,,2026-09-13T14:12:24.474Z
node-3.jsonl,RECEIVE_STATE,,41,,37,,False,,59,57,,N04-M0009,,,1,3,,38,58,"[16, 21, 20, 19, 23, 21, 18, 13, 10, 13]",,,,4,,1cdf716b98efb1837aa8bcbb9b95d4f73ce31d6d221e29c50d3e7607783106d9,,,"[20, 26, 25, 22, 23, 21, 18, 13, 10, 13]","[20, 26, 25, 21, 20, 21, 18, 13, 10, 13]",2026-09-13T14:12:24.478Z
node-4.jsonl,SEND_STATE,,,38,,,,,,,,N04-M0010,59,"[16, 21, 20, 19, 24, 21, 18, 13, 10, 13]",,4,,,,,5,,,,,,805e90808cc3bcd846fa8f7ced0388ba6ef882d4eec7ea02a0c0c27dd000bfde,,,,2026-09-13T14:12:24.479Z
node-5.jsonl,RECEIVE_STATE,,42,,37,,False,,60,57,,N04-M0010,,,1,5,,38,59,"[16, 21, 20, 19, 24, 21, 18, 13, 10, 13]",,,,4,,992a8822186dfdc60c967dedea791dd0398cea828ff29900474516e2c227911e,,,"[16, 21, 20, 19, 24, 25, 23, 19, 17, 13]","[16, 21, 20, 19, 21, 24, 23, 19, 17, 13]",2026-09-13T14:12:24.482Z
node-6.jsonl,LOCAL_SCHEDULE,,43,,,"{""creator_node"": 6, ""end_time"": ""17:40"", ""event_id"": ""N06-E06"", ""event_number"": 6, ""lamport_timestamp"": 57, ""simulation_date"": ""2030-10-01"", ""start_time"": ""17:20"", ""title"": ""Node 6 Event 6"", ""vector_timestamp"": [19, 20, 14, 13, 16, 22, 26, 24, 22, 19]}",,,57,,,,,,,6,,,,,,,56,,,ee94f70fd5ade15268da8da7d85c8d7519e351e60cd7d3edd62de25ce67d418d,,,"[19, 20, 14, 13, 16, 22, 26, 24, 22, 19]",,2026-09-13T14:12:33.681Z
node-6.jsonl,SEND_STATE,,,43,,,,,,,,N06-M0011,58,"[19, 20, 14, 13, 16, 22, 27, 24, 22, 19]",,6,,,,,5,,,,,,ee94f70fd5ade15268da8da7d85c8d7519e351e60cd7d3edd62de25ce67d418d,,,,2026-09-13T14:12:33.685Z
node-5.jsonl,RECEIVE_STATE,,47,,38,,False,,61,60,,N06-M0011,,,5,5,,43,58,"[19, 20, 14, 13, 16, 22, 27, 24, 22, 19]",,,,6,,bd8c1e102f5bbd23c497f978544281240374c7ad527c32f732bc0a09c82c1756,,,"[19, 21, 20, 19, 24, 26, 27, 24, 22, 19]","[16, 21, 20, 19, 24, 25, 23, 19, 17, 13]",2026-09-13T14:12:33.688Z
